Vehicle_ID,Vehicle_Type,Age_Years,Odometer_km,Trips_Completed,Fuel_Efficiency_kmpl,Maintenance_Count,Average_Load_Percent,Average_Trip_Distance_km,Engine_Temperature,Tire_Health,Breakdown
VH1787,Truck,2,88469,215,3.11,2,48,314,92.5,84,0
VH1788,Truck,6,149170,1104,3.63,7,32,359,89.9,55,0
VH1789,Van,12,522069,1827,9.22,16,96,284,104.3,30,1
VH1790,Bus,10,274106,875,2.75,10,97,64,98.2,38,1
VH1791,Mini Truck,3,67878,530,6.0,2,64,74,89.6,80,0
VH1792,Bus,11,224369,1152,2.78,13,64,388,106.7,30,1
VH1793,Truck,1,29584,277,3.08,0,78,540,87.9,97,0
VH1794,Truck,6,247051,1702,3.83,7,53,223,90.5,64,0
VH1795,Bus,9,191266,882,2.49,9,97,332,105.0,41,1
VH1796,Mini Truck,8,263127,1283,5.09,10,75,383,98.8,32,1
VH1797,Mini Truck,4,145700,884,9.06,5,62,416,96.7,73,0
VH1798,Truck,9,326902,1643,2.88,12,80,160,105.3,30,1
VH1799,Truck,12,440386,3092,4.9,15,59,447,103.6,30,1
VH1800,Van,10,280084,2546,13.82,10,72,479,101.1,34,1
VH1801,Van,4,165520,603,11.49,5,55,161,95.4,73,0
VH1802,Mini Truck,12,514624,1513,7.15,19,48,598,100.0,30,1
VH1803,Van,6,137777,1621,11.2,5,45,208,87.5,49,0
VH1804,Mini Truck,3,63864,1023,6.59,3,82,441,90.2,76,0
VH1805,Mini Truck,8,355457,1761,5.76,9,54,129,94.2,42,1
VH1806,Van,3,63433,1020,13.92,4,64,600,89.4,78,0
VH1807,Van,10,321730,1745,12.12,12,75,101,107.0,30,1
VH1808,Bus,3,125840,859,2.94,3,77,208,87.5,81,0
VH1809,Bus,8,284216,1203,2.33,9,58,53,97.5,42,1
VH1810,Bus,1,28842,291,2.45,0,55,229,87.8,89,0
VH1811,Truck,3,117577,871,3.72,2,71,488,89.9,72,0
VH1812,Van,7,246133,2149,8.25,6,78,340,97.6,58,1
VH1813,Bus,10,499858,3232,3.07,14,34,553,102.2,30,1
VH1814,Truck,8,279773,813,4.69,10,61,551,98.3,40,1
VH1815,Bus,12,260579,3244,2.77,11,36,214,102.1,30,1
VH1816,Mini Truck,8,264343,1887,8.87,10,66,492,108.9,41,1
VH1817,Van,7,217180,1815,13.51,8,96,165,99.2,51,1
VH1818,Bus,11,456819,1250,3.45,15,44,204,103.9,30,1
VH1819,Van,7,248412,1222,10.71,8,52,484,97.4,44,0
VH1820,Van,8,183640,1664,9.94,7,50,146,100.0,46,1
VH1821,Truck,2,86283,620,4.09,4,40,556,86.9,84,0
VH1822,Bus,12,508260,3467,3.9,16,78,583,101.8,30,1
VH1823,Bus,1,45174,167,3.82,0,49,186,80.8,97,0
VH1824,Van,3,66725,669,9.85,3,87,315,87.1,75,0
VH1825,Van,2,98886,294,13.76,2,30,279,88.5,88,0
VH1826,Truck,8,290450,2682,3.86,8,30,525,102.7,50,1
VH1827,Van,4,157183,1294,10.72,3,86,101,95.3,79,0
VH1828,Truck,4,195627,889,4.05,5,56,70,85.8,75,0
VH1829,Van,3,67217,908,10.09,3,48,53,91.7,90,0
VH1830,Mini Truck,6,142990,580,5.54,7,52,185,90.3,54,0
VH1831,Mini Truck,10,494742,1526,9.83,14,76,56,96.0,30,1
VH1832,Truck,5,184625,1154,4.74,7,38,457,91.6,61,0
VH1833,Truck,5,223421,675,2.81,5,65,357,91.3,64,0
VH1834,Bus,9,290019,1576,3.22,13,43,561,94.1,36,1
VH1835,Truck,8,349811,1816,3.57,12,70,285,98.1,44,1
VH1836,Mini Truck,3,140516,816,7.48,4,93,524,91.1,76,0
VH1837,Van,10,322013,1989,13.88,13,30,141,104.4,30,1
VH1838,Truck,8,323960,1123,4.34,9,56,444,96.2,37,1
VH1839,Bus,1,30937,259,3.12,1,57,31,91.4,90,0
VH1840,Van,12,387653,2002,12.74,15,69,327,103.2,30,1
VH1841,Mini Truck,1,23730,250,6.71,0,33,199,84.1,96,0
VH1842,Van,6,208588,1857,10.87,8,90,56,92.0,44,0
VH1843,Van,8,200733,2526,13.35,9,98,363,92.0,34,1
VH1844,Bus,7,334664,674,3.67,10,68,598,93.0,53,1
VH1845,Mini Truck,9,189813,1573,7.89,9,72,382,103.7,41,1
VH1846,Truck,3,96760,271,3.35,3,78,567,97.9,80,0
VH1847,Van,10,404244,1567,11.57,15,69,342,105.6,30,1
VH1848,Truck,5,208493,577,3.74,7,60,400,95.0,55,0
VH1849,Bus,5,156659,1475,2.6,6,44,403,98.1,66,0
VH1850,Truck,4,199715,509,3.61,5,33,514,89.1,71,0
VH1851,Van,4,124579,1310,12.39,5,97,337,91.8,71,0
VH1852,Mini Truck,3,72878,768,8.38,5,46,230,93.8,75,0
VH1853,Truck,8,261603,2779,2.79,11,69,65,92.9,39,1
VH1854,Truck,6,242388,574,2.76,10,69,43,93.1,45,0
VH1855,Mini Truck,11,330019,2194,6.0,12,66,303,98.5,30,1
VH1856,Mini Truck,8,335931,1121,6.36,12,50,300,96.4,30,1
VH1857,Truck,1,40412,343,2.76,1,99,378,87.4,90,0
VH1858,Mini Truck,5,137108,980,7.87,7,51,92,90.8,66,0
VH1859,Mini Truck,10,377596,3014,7.22,13,46,49,103.7,30,1
VH1860,Bus,11,246453,1313,2.77,12,41,456,101.3,30,1
VH1861,Bus,3,138134,846,3.26,5,87,384,86.2,71,0
VH1862,Mini Truck,6,171943,1940,8.79,6,98,100,96.8,50,1
VH1863,Bus,10,269098,1180,3.63,12,89,119,102.2,30,1
VH1864,Bus,5,222000,1363,2.46,6,58,167,94.8,64,0
VH1865,Mini Truck,6,222780,855,8.5,7,72,352,90.0,46,0
VH1866,Bus,8,167933,907,2.95,8,74,510,99.0,41,1
VH1867,Bus,3,96996,1026,2.7,3,46,540,84.6,84,0
VH1868,Truck,7,327242,2191,2.77,10,39,329,94.3,42,1
VH1869,Bus,7,294805,1406,2.48,10,61,581,92.7,45,1
VH1870,Van,8,260615,910,10.04,11,85,465,93.8,39,1
VH1871,Mini Truck,9,303812,1428,8.31,11,39,518,98.1,30,1
VH1872,Truck,10,442697,2132,3.89,15,86,200,97.6,30,1
VH1873,Mini Truck,7,158247,1785,5.54,8,78,355,90.7,52,0
VH1874,Bus,11,252234,1250,2.44,13,47,20,106.8,30,1
VH1875,Van,11,298232,2735,11.19,14,79,477,109.5,30,1
VH1876,Van,4,169327,968,9.8,5,68,465,95.2,70,0
VH1877,Mini Truck,2,78189,168,8.06,2,95,433,86.6,93,0
VH1878,Van,5,116360,1156,13.41,4,36,20,98.6,69,0
VH1879,Mini Truck,2,96442,448,9.33,1,60,462,89.5,77,0
VH1880,Bus,11,386790,3795,2.77,14,78,465,105.0,30,1
VH1881,Van,11,310916,2825,8.83,13,79,388,109.3,30,1
VH1882,Bus,3,97810,926,2.25,2,31,93,95.4,90,0
VH1883,Truck,3,123792,913,3.59,4,47,106,93.5,83,0
VH1884,Van,11,438028,2747,13.36,14,84,204,99.6,30,1
VH1885,Bus,9,402363,2981,3.64,14,79,383,100.8,30,1
VH1886,Van,3,115675,859,8.04,6,93,262,87.4,71,0
VH1887,Mini Truck,7,283174,1740,6.83,9,34,514,101.7,51,1
VH1888,Mini Truck,2,78028,653,9.81,3,40,165,89.9,84,0
VH1889,Mini Truck,8,295515,960,7.62,11,41,271,86.9,36,1
VH1890,Bus,11,260937,3681,3.27,12,69,74,96.9,30,1
VH1891,Mini Truck,9,185653,2640,7.27,9,90,359,105.5,44,1
VH1892,Bus,6,197232,1072,2.34,7,68,597,93.4,55,0
VH1893,Mini Truck,1,40620,322,7.89,0,36,318,90.2,96,0
VH1894,Truck,5,227076,568,2.82,7,39,304,95.7,63,1
VH1895,Mini Truck,3,140713,527,6.38,4,62,34,92.0,72,0
VH1896,Truck,10,291547,3223,4.35,13,87,398,97.5,30,1
VH1897,Van,5,161917,1393,9.08,7,97,53,92.4,63,1
VH1898,Mini Truck,2,49507,317,9.19,2,82,412,86.1,87,0
VH1899,Van,11,450783,3491,9.0,15,74,75,98.8,30,1
VH1900,Mini Truck,2,43442,331,7.32,1,90,328,85.2,79,0
VH1901,Bus,12,519194,1917,2.76,16,79,505,96.2,30,1
VH1902,Mini Truck,3,129526,685,5.06,3,87,411,93.7,73,0
VH1903,Mini Truck,9,201505,1118,9.59,9,75,462,97.0,34,1
VH1904,Mini Truck,6,190864,1026,9.01,8,62,420,89.4,52,0
VH1905,Bus,11,346771,3632,3.18,14,54,552,101.4,30,1
VH1906,Mini Truck,11,314328,2163,7.74,13,31,89,94.4,30,1
VH1907,Truck,7,165611,1635,2.76,8,87,379,96.2,62,0
VH1908,Van,12,388529,1991,9.16,13,33,114,106.1,30,1
VH1909,Truck,10,313678,3255,4.1,12,45,108,92.5,30,1
VH1910,Van,7,312069,2124,13.4,8,53,133,86.2,51,1
VH1911,Van,5,177219,1356,11.96,8,39,484,97.0,62,1
VH1912,Mini Truck,7,321461,2410,8.34,10,71,283,87.8,43,1
VH1913,Van,2,58172,223,10.3,3,72,81,87.8,76,0
VH1914,Mini Truck,5,146643,1302,5.35,6,55,422,99.3,69,0
VH1915,Van,11,477979,1324,8.86,15,85,243,105.3,30,1
VH1916,Truck,8,347537,1700,2.76,9,39,92,93.3,49,1
VH1917,Mini Truck,8,164919,2678,5.74,8,30,58,96.0,42,1
VH1918,Bus,5,139742,1075,3.81,7,30,547,99.0,72,0
VH1919,Bus,8,274309,2294,3.69,10,38,573,88.6,44,1
VH1920,Van,1,32596,326,8.73,0,98,387,88.1,88,0
VH1921,Mini Truck,11,378769,2520,5.28,14,41,394,97.9,30,1
VH1922,Mini Truck,2,95127,630,8.8,3,67,227,86.3,85,0
VH1923,Van,9,200620,2293,11.96,9,68,419,98.8,39,1
VH1924,Truck,11,408356,2872,2.71,14,86,214,97.5,30,1
VH1925,Van,1,26327,92,12.32,2,60,520,87.0,86,0
VH1926,Bus,2,91952,475,3.0,3,87,36,89.9,86,0
VH1927,Truck,6,134694,1171,4.47,5,35,435,91.3,56,0
VH1928,Truck,4,185788,1391,3.65,5,98,172,93.2,71,0
VH1929,Van,2,42416,304,10.93,2,32,502,93.4,89,0
VH1930,Truck,4,171920,587,2.54,5,36,334,86.3,66,0
VH1931,Truck,8,320229,1339,4.59,10,38,128,100.3,39,1
VH1932,Truck,8,315969,1543,2.66,10,55,456,94.1,39,1
VH1933,Mini Truck,12,595675,2606,6.62,18,99,160,109.4,30,1
VH1934,Mini Truck,4,180168,413,7.97,5,72,84,86.1,79,0
VH1935,Truck,5,137024,1250,2.92,4,77,586,97.2,65,0
VH1936,Van,8,223869,806,8.8,8,78,181,92.6,56,1
VH1937,Truck,8,181160,666,2.52,9,41,310,99.0,61,0
VH1938,Bus,12,489567,3795,2.25,16,48,297,101.0,30,1
VH1939,Bus,7,202718,917,3.22,8,34,204,89.3,47,0
VH1940,Bus,10,246148,3368,3.65,10,68,376,101.3,30,1
VH1941,Bus,1,38275,200,2.38,2,97,117,84.8,85,0
VH1942,Mini Truck,9,446097,1618,7.32,13,56,303,103.5,30,1
VH1943,Truck,4,94769,625,4.21,4,90,529,88.1,75,0
VH1944,Van,3,147836,284,8.32,5,76,311,96.9,74,0
VH1945,Van,7,205898,1244,11.7,9,88,64,95.9,53,1
VH1946,Truck,12,267502,3161,2.94,12,33,516,98.2,30,1
VH1947,Truck,2,98659,400,4.3,3,71,449,90.8,76,0
VH1948,Van,12,594865,2294,9.38,16,44,353,107.6,30,1
VH1949,Van,2,55539,582,13.22,2,78,245,84.1,81,0
VH1950,Truck,8,313378,2624,2.64,11,85,168,101.2,32,1
VH1951,Van,10,438546,1529,10.32,12,47,488,99.6,30,1
VH1952,Van,11,408004,1984,9.21,13,46,52,96.5,30,1
VH1953,Truck,5,135783,627,4.63,4,88,448,88.1,68,0
VH1954,Van,6,177633,1084,11.62,7,51,586,95.9,47,1
VH1955,Van,2,66980,694,10.94,2,57,504,92.8,89,0
VH1956,Bus,5,103802,1276,3.47,5,61,273,98.6,60,0
VH1957,Mini Truck,7,291903,1015,9.46,11,49,25,99.2,41,1
VH1958,Bus,1,21312,320,3.47,2,94,54,82.1,86,0
VH1959,Bus,9,386737,2683,3.62,12,42,483,96.4,30,1
VH1960,Bus,4,90890,345,3.39,5,82,243,90.0,71,0
VH1961,Van,6,197539,969,11.89,7,41,36,86.7,57,0
VH1962,Bus,11,379822,1542,3.41,15,33,485,95.0,30,1
VH1963,Bus,3,113131,429,3.58,3,77,495,90.0,73,0
VH1964,Truck,11,257066,2456,4.73,12,72,563,104.4,30,1
VH1965,Truck,5,211647,952,4.25,8,99,232,100.1,63,1
VH1966,Truck,10,376000,1024,3.79,11,76,72,96.2,30,1
VH1967,Truck,7,235837,1513,4.05,9,76,395,91.0,59,0
VH1968,Van,11,512967,3767,8.4,16,56,161,98.8,30,1
VH1969,Mini Truck,4,150730,552,8.25,7,56,250,84.0,68,0
VH1970,Mini Truck,6,190086,1511,8.4,7,65,75,95.8,53,0
VH1971,Truck,6,210499,1406,3.72,7,97,145,92.3,65,0
VH1972,Bus,12,518871,3738,3.65,15,67,482,105.6,30,1
VH1973,Mini Truck,11,254407,1651,9.46,13,88,109,103.2,30,1
VH1974,Truck,7,186874,1150,4.9,6,39,131,94.2,58,0
VH1975,Van,5,129366,703,10.98,5,56,553,88.2,61,0
VH1976,Truck,5,209192,1508,4.83,6,90,375,89.1,69,0
VH1977,Bus,8,353386,727,2.58,11,38,42,94.8,31,1
VH1978,Van,9,356096,2406,11.47,12,71,517,100.3,30,1
VH1979,Bus,8,239713,1180,3.8,7,69,195,98.6,45,1
VH1980,Mini Truck,4,143470,1081,9.85,5,36,171,98.8,69,0
VH1981,Mini Truck,5,219518,740,8.09,6,50,568,87.9,61,0
VH1982,Mini Truck,3,82984,965,8.46,3,49,185,89.7,87,0
VH1983,Van,2,42696,484,11.45,2,86,286,87.5,82,0
VH1984,Mini Truck,3,86890,815,8.54,3,70,372,85.9,79,0
VH1985,Van,6,237552,1585,13.85,8,98,328,93.1,50,1
VH1986,Truck,1,33256,335,4.42,2,88,347,85.2,93,0
VH1987,Van,1,44199,339,9.99,2,67,505,81.0,87,0
VH1988,Mini Truck,10,277114,3115,8.64,11,86,366,96.9,36,1
VH1989,Truck,12,491124,1124,2.85,15,100,139,100.8,30,1
VH1990,Mini Truck,1,33160,192,7.23,0,41,354,84.9,96,0
VH1991,Truck,10,302314,3189,3.82,11,65,220,99.6,30,1
VH1992,Truck,2,75285,616,4.19,1,41,544,89.3,96,0
VH1993,Bus,4,144286,970,3.21,5,95,77,91.9,73,0
VH1994,Mini Truck,7,178783,2026,9.27,6,77,415,102.3,54,0
VH1995,Mini Truck,1,29327,256,6.76,2,87,594,93.0,88,0
VH1996,Truck,4,175401,1229,4.35,5,83,473,92.1,70,0
VH1997,Mini Truck,3,115552,986,9.48,5,47,108,88.6,80,0
VH1998,Van,4,119745,1292,13.93,5,97,363,90.1,73,0
VH1999,Truck,10,397012,1162,2.52,13,64,444,109.4,30,1
